Environment Canada
Monthly Values for January - 2015

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"KENORA RCS","49.791","-94.378","ON","-15.8","1",NA,"2.3","0","-33.1","1","",,NA,"15.2","3",NA,"26.0","5","",,NA,"1015.4","0.0","6034073"
"KENORA A","49.788","-94.363","ON","-15.5","0",NA,"2.4","0","-33.0","0","36.4","0",NA,"30.2","0",NA,"29.0","8","",,NA,"1038.2","0.0","6034076"
"SIOUX LOOKOUT A","50.114","-91.908","ON","-17.8","0",NA,"1.4","0","-34.7","0","36.1","1",NA,"33.0","2",NA,"27.0","8","",,NA,"1109.8","0.0","6037776"
"ARMSTRONG (AUT)","50.294","-88.905","ON","-20.2","1",NA,"1.2","0","-37.1","1","",,NA,"33.2","1",NA,"47.0","6","",,NA,"1145.7","0.0","6040325"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","-15.8","1",NA,"2.3","0","-30.8","1","",,NA,"29.2","1",NA,"","8","",,NA,"1015.0","0.0","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","-7.1","1",NA,"2.2","0","-19.2","1","",,NA,"",,NA,"","","",,NA,"752.6","0.0","6041222"
"GERALDTON A","49.783","-86.931","ON","-19.0","0","-0.3","0.2","0","-36.0","0","66.4","1",NA,"46.9","0","140.0","69.0","9","",,NA,"1145.9","0.0","6042716"
"PUKASKWA (AUT)","48.608","-86.287","ON","-15.3","1",NA,"1.2","0","-35.1","1","",,NA,"75.4","3",NA,"56.0","10","",,NA,"999.2","0.0","6046768"
"THUNDER BAY","48.372","-89.322","ON","-14.4","2",NA,"3.7","2","-32.0","2","",,NA,"5.7","2",NA,"","2","",,NA,"940.7","0.0","6048260"
"THUNDER BAY BURWOOD","48.414","-89.278","ON","-13.2","7",NA,"4.0","7","-31.0","7","21.7","7",NA,"13.4","7",NA,"19.0","6","","",NA,"748.9","0.0","6048266"
"THUNDER BAY CS","48.369","-89.327","ON","-14.7","1",NA,"3.8","0","-31.4","1","",,NA,"17.7","1",NA,"15.0","5","",,NA,"979.5","0.0","6048268"
"UPSALA (AUT)","49.033","-90.467","ON","-17.7","1",NA,"1.2","0","-35.8","1","",,NA,"20.1","2",NA,"43.0","3","",,NA,"1070.4","0.0","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","-12.9","1",NA,"3.3","0","-28.6","1","",,NA,"",,NA,"","","",,NA,"926.8","0.0","6049443"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","-16.2","1",NA,"1.2","0","-31.8","1","",,NA,"87.2","1",NA,"17.0","19","",,NA,"1026.5","0.0","6049470"
"THUNDER BAY A FIREHALL","48.367","-89.317","ON","",,NA,"",,"",,"29.8","0",NA,"19.0","0",NA,"8.0","8","","",NA,"","","604S003"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","-15.7","0",NA,"0.0","0","-36.4","0","",,NA,"",,NA,"100.0","","",,NA,"1043.3","0.0","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","-12.8","1",NA,"0.9","1","-26.2","0","95.8","1",NA,"58.5","2",NA,"16.0","13","",,NA,"923.4","0.0","6057591"
"WAWA A","47.967","-84.786","ON","-15.5","0",NA,"0.2","0","-35.4","0","",,NA,"",,NA,"63.0","","",,NA,"1038.4","0.0","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","-10.8","1",NA,"1.9","0","-25.5","1","",,NA,"",,NA,"","","",,NA,"865.4","0.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","-17.8","0","-2.2","-1.2","0","-35.5","0","44.4","1",NA,"37.0","0","71.0","71.0","12","",,NA,"1109.5","0.0","6061361"
"CHAPLEAU A","47.820","-83.347","ON","-23.8","30",NA,"-18.0","30","-29.5","30","0.0","30",NA,"0.0","30",NA,"","0","",,NA,"41.8","0.0","6061362"
"MASSEY","46.193","-82.025","ON","-13.1","1","-2.0","3.0","1","-34.5","1","51.8","1",NA,"55.8","1",NA,"26.0","14","","",NA,"932.2","0.0","6065006"
"SUDBURY CLIMATE","46.632","-80.796","ON","-15.7","1",NA,"0.5","0","-30.0","1","",,NA,"40.7","2",NA,"","16","",,NA,"1010.3","0.0","6068145"
"SUDBURY A","46.626","-80.798","ON","-15.5","0",NA,"0.6","0","-30.0","0","67.7","0",NA,"38.6","2",NA,"19.0","15","",,NA,"1038.5","0.0","6068153"
"BONNER LAKE","49.383","-82.124","ON","-20.0","2",NA,"-0.5","1","-37.5","1","71.3","1",NA,"45.9","1",NA,"84.0","11","","",NA,"1101.2","0.0","6070QK6"
"EARLTON A","47.695","-79.849","ON","-18.8","2",NA,"0.2","1","-34.3","1","",,NA,"8.2","3",NA,"","3","",,NA,"1066.2","0.0","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","-18.6","2",NA,"0.3","2","-34.4","1","",,NA,"34.1","3",NA,"17.0","15","",,NA,"1062.4","0.0","6072230"
"KAPUSKASING A","49.412","-82.468","ON","-20.0","1",NA,"0.0","1","-35.9","0","50.9","1",NA,"50.5","2",NA,"80.0","10","",,NA,"1139.3","0.0","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","-20.6","1",NA,"0.1","0","-38.3","1","",,NA,"30.0","2",NA,"73.0","6","",,NA,"1159.0","0.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-19.3","1",NA,"-1.1","0","-34.0","1","",,NA,"31.6","2",NA,"46.0","8","",,NA,"1117.5","0.0","6074211"
"MOOSONEE","51.291","-80.608","ON","-21.1","0",NA,"-0.6","0","-35.3","0","",,NA,"9.2","0",NA,"","4","",,NA,"1210.9","0.0","6075420"
"MOOSONEE UA","51.267","-80.650","ON","-20.8","1","-0.8","-0.5","1","-36.0","1","57.6","1",NA,"37.2","1",NA,"63.0","12","","",NA,"1162.8","0.0","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","-21.0","1",NA,"-0.5","0","-35.3","1","",,NA,"45.1","1",NA,"78.0","17","",,NA,"1168.5","0.0","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-19.3","1",NA,"-0.2","0","-34.7","1","",,NA,"44.0","1",NA,"98.0","9","",,NA,"1117.8","0.0","6075543"
"OGOKI POST A","51.659","-85.901","ON","-21.0","0",NA,"-1.1","0","-37.3","0","",,NA,"0.9","0",NA,"","0","",,NA,"1207.6","0.0","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","-19.6","1",NA,"-0.9","0","-35.6","1","",,NA,"32.1","1",NA,"44.0","13","",,NA,"1126.9","0.0","6078282"
"TIMMINS A","48.571","-81.377","ON","-19.6","0",NA,"-1.0","0","-35.1","0","0.0","28",NA,"",,NA,"","","",,NA,"1166.1","0.0","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","-15.7","1",NA,"1.4","0","-35.0","1","",,NA,"60.7","2",NA,"45.0","13","",,NA,"1012.1","0.0","6080192"
"NORTH BAY A","46.364","-79.424","ON","-16.4","2",NA,"-0.7","2","-31.7","2","",,NA,"0.9","2",NA,"","0","",,NA,"996.4","0.0","6085680"
"GORE BAY CLIMATE","45.883","-82.567","ON","-11.4","2",NA,"3.1","2","-31.3","1","",,NA,"20.4","2",NA,"","7","",,NA,"851.3","0.0","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","-8.0","1",NA,"2.7","0","-22.6","1","",,NA,"",,NA,"","","",,NA,"780.3","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","-10.2","0",NA,"3.0","0","-30.0","0","117.0","0",NA,"117.6","0",NA,"40.0","16","","",NA,"875.2","0.0","6097426"
"APPLETON","45.186","-76.113","ON","-12.9","2",NA,"4.5","2","-28.5","2","30.6","2",NA,"33.6","2",NA,"18.0","6","","",NA,"894.8","0.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","-11.4","1",NA,"5.8","0","-28.1","1","",,NA,"50.4","1",NA,"10.0","8","",,NA,"880.9","0.0","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","-11.3","0","-3.5","6.0","0","-27.0","0","49.8","0","101.0","65.8","0","84.0","0.0","12","","",NA,"909.0","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","-15.5","10","-3.7","0.5","10","-31.0","10","28.6","10",NA,"28.6","10",NA,"","5","","",NA,"702.8","0.0","6101335"
"CORNWALL","45.016","-74.749","ON","-9.6","3","-1.1","13.0","3","-26.0","3","55.0","3",NA,"72.8","3",NA,"29.0","13","","",NA,"773.7","0.0","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","-12.7","0","-2.9","4.5","0","-30.0","0","41.6","0","95.0","54.4","0","80.0","22.0","7","","",NA,"950.9","0.0","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","-10.5","0","-2.1","5.0","0","-27.0","0","29.0","0","68.0","47.8","0","64.0","25.0","10","","",NA,"882.3","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","-12.2","2",NA,"4.9","2","-29.4","1","",,NA,"48.2","2",NA,"13.0","8","",,NA,"875.4","0.0","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","-9.5","2",NA,"2.3","1","-24.8","2","",,NA,"11.6","4",NA,"12.0","4","",,NA,"798.4","0.0","6104142"
"OMPAH-SEITZ","45.054","-76.784","ON","-12.9","0",NA,"3.0","0","-30.0","0","71.5","0",NA,"79.1","0",NA,"34.0","13","","",NA,"956.9","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-12.8","0","-2.6","0.6","0","-28.0","0","45.7","0","103.0","47.6","0","76.0","14.0","8","","",NA,"953.5","0.0","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","-12.8","2",NA,"0.5","2","-28.0","1","",,NA,"32.3","3",NA,"","8","",,NA,"894.3","0.0","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","-13.2","0",NA,"4.4","0","-29.9","0","55.8","0",NA,"50.2","0",NA,"33.0","10","",,NA,"968.2","0.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","-15.3","2",NA,"2.3","2","-31.5","1","",,NA,"39.5","2",NA,"","7","",,NA,"966.2","0.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","-16.1","1",NA,"1.7","1","-34.2","1","",,NA,"46.0","1",NA,"","12","",,NA,"1022.5","0.0","6106396"
"ST. ALBERT","45.287","-75.064","ON","-13.7","0","-3.6","3.0","0","-32.0","0","48.0","0","93.0","54.0","0","65.0","0.0","12","","",NA,"983.8","0.0","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-14.7","0",NA,"1.0","0","-32.0","0","48.5","0",NA,"50.4","0",NA,"38.0","10","","",NA,"1013.4","0.0","610FC98"
"BALACLAVA","44.670","-80.777","ON","",,NA,"",,"",,"113.6","0",NA,"113.6","0",NA,"41.0","20","","",NA,"","","6110470"
"BALDWIN","44.267","-79.319","ON","-10.4","5",NA,"3.0","5","-27.0","5","22.0","5",NA,"22.0","5",NA,"15.0","8","","",NA,"737.1","0.0","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","-11.0","12",NA,"6.0","8","-31.0","7","18.7","8",NA,"18.7","8",NA,"14.0","7","","",NA,"551.1","0.0","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","-13.7","1",NA,"2.2","0","-35.2","1","",,NA,"94.9","4",NA,"61.0","14","",,NA,"951.4","0.0","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","-10.8","8",NA,"4.0","8","-28.5","8","65.0","8",NA,"71.8","8",NA,"29.0","12","","",NA,"661.9","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-8.6","1",NA,"5.8","0","-21.4","1","",,NA,"22.0","2",NA,"","5","",,NA,"798.1","0.0","6111792"
"LAGOON CITY","44.547","-79.217","ON","-10.7","1",NA,"4.0","0","-26.2","1","",,NA,"",,NA,"","","",,NA,"860.4","0.0","6114295"
"MARKDALE","44.269","-80.712","ON","-11.5","2",NA,"3.5","2","-25.5","2","112.0","2",NA,"117.8","2",NA,"34.0","15","","",NA,"854.9","0.0","6114979"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-11.8","14","-3.3","1.0","14","-25.0","14","49.0","14",NA,"49.0","14",NA,"","6","","",NA,"505.8","0.0","6115127"
"MUSKOKA A","44.967","-79.300","ON","",,"","",,"",,"148.0","0","170.0","54.0","0","58.0","43.0","14","","",NA,"","","6115525"
"MUSKOKA","44.975","-79.303","ON","-12.8","5",NA,"0.0","5","-33.4","5","",,NA,"1.8","5",NA,"","1","",,NA,"801.2","0.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"10.0","11",NA,"10.0","11",NA,"","1","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","-10.5","24",NA,"-0.5","24","-24.5","24","43.4","24",NA,"50.6","24",NA,"","5","","",NA,"199.5","0.0","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","-11.6","1",NA,"2.4","0","-27.2","1","",,NA,"46.3","10",NA,"28.0","9","",,NA,"887.9","0.0","6116257"
"RAVENSCLIFFE","45.354","-79.270","ON","-13.8","0",NA,"1.5","0","-32.5","0","175.0","0",NA,"177.0","0",NA,"74.0","19","","",NA,"987.1","0.0","6116901"
"SHANTY BAY","44.399","-79.633","ON","-10.7","0","-2.9","5.0","0","-27.5","0","55.8","0","81.0","61.5","0","69.0","24.0","14","","",NA,"889.3","0.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","-11.6","1",NA,"4.0","0","-29.0","1","",,NA,"41.6","1",NA,"","10","",,NA,"888.1","0.0","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"116.4","1",NA,"115.2","1",NA,"69.0","16","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"111.4","0",NA,"112.6","0",NA,"34.0","20","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","-10.7","1","-3.7","4.5","1","-25.5","1","28.0","1",NA,"33.8","1",NA,"14.0","12","","",NA,"862.3","0.0","6119055"
"WIARTON A","44.744","-81.109","ON","-9.8","0",NA,"4.8","0","-28.7","0","110.8","0",NA,"105.1","0",NA,"23.0","17","",,NA,"860.8","0.0","6119499"
"BORDEN AWOS","44.272","-79.912","ON","-10.8","1",NA,"5.8","1","-30.1","1","",,NA,"21.0","4",NA,"","7","",,NA,"863.8","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","-10.1","1",NA,"6.0","0","-25.9","1","",,NA,"25.1","2",NA,"6.0","6","",,NA,"842.4","0.0","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","-7.3","1",NA,"2.6","0","-22.2","1","",,NA,"",,NA,"","","",,NA,"757.8","0.0","61219J2"
"GODERICH","43.767","-81.717","ON","-8.0","1",NA,"4.8","0","-25.7","1","",,NA,"32.2","1",NA,"8.0","7","",,NA,"780.7","0.0","6122847"
"KINCARDINE","44.173","-81.623","ON","-8.0","6",NA,"4.5","6","-25.0","6","62.8","6",NA,"69.0","6",NA,"","11","","",NA,"648.9","0.0","6124127"
"SARNIA","42.999","-82.309","ON","-7.3","0",NA,"4.2","0","-22.4","0","",,NA,"22.9","0",NA,"","4","",,NA,"783.3","0.0","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","-7.3","1",NA,"4.0","0","-22.6","1","",,NA,"37.2","1",NA,"4.0","9","",,NA,"759.0","0.0","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","-8.6","2",NA,"3.4","2","-21.2","1","",,NA,"40.8","2",NA,"7.0","9","",,NA,"771.4","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"46.8","0",NA,"58.9","0",NA,"27.0","14","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","-5.2","20","-2.2","5.0","17","-17.0","20","9.0","15",NA,"34.2","15",NA,"0.0","5","","",NA,"255.4","0.0","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","-8.0","15","-4.4","0.5","15","-23.0","15","8.0","15",NA,"8.0","15",NA,"","4","","",NA,"415.5","0.0","6131415"
"DELHI CS","42.867","-80.550","ON","-7.5","1",NA,"6.8","0","-24.7","1","",,NA,"54.4","2",NA,"","8","",,NA,"765.8","0.0","6131983"
"FORT ERIE","42.883","-78.967","ON","-6.5","4","-2.3","9.5","4","-23.0","4","36.5","4",NA,"63.5","4",NA,"14.0","11","","",NA,"660.4","0.0","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","-6.5","0",NA,"6.4","0","-21.3","0","33.6","0",NA,"63.5","0",NA,"13.0","8","","",NA,"758.9","0.0","6133055"
"KINGSVILLE MOE","42.043","-82.674","ON","-5.9","2","-2.2","5.0","2","-19.0","2","9.0","2",NA,"11.0","2",NA,"","4","","",NA,"694.0","0.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","-5.3","1",NA,"9.0","0","-15.5","1","",,NA,"",,NA,"","","",,NA,"699.1","0.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","-6.9","1","-2.5","6.0","1","-22.0","1","12.0","1",NA,"45.0","1",NA,"0.0","7","","",NA,"745.8","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","-6.1","3","-2.4","9.0","3","-19.0","3","31.1","3",NA,"78.7","3",NA,"9.0","8","","",NA,"673.5","0.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","-4.6","1",NA,"7.0","0","-15.5","1","",,NA,"52.2","1",NA,"4.0","7","",,NA,"678.8","0.0","6136699"
"RAINHAM CENTURY FARM","42.850","-79.767","ON","-7.7","1",NA,"7.0","1","-22.0","1","9.8","1",NA,"52.4","1",NA,"5.0","4","","",NA,"771.8","0.0","6137135"
"RIDGETOWN RCS","42.450","-81.883","ON","-7.7","1",NA,"5.3","0","-25.7","1","",,NA,"47.4","1",NA,"","9","",,NA,"771.7","0.0","6137154"
"ST CATHARINES BROCK U","43.118","-79.248","ON","",,NA,"",,"",,"28.4","0",NA,"78.8","0",NA,"6.0","7","","",NA,"","","6137290"
"ST THOMAS WPCP","42.768","-81.205","ON","-8.3","4","-3.7","4.0","3","-24.0","3","47.0","3",NA,"48.0","3",NA,"16.0","8","","",NA,"711.3","0.0","6137362"
"TILLSONBURG NORTH","42.861","-80.741","ON","-7.2","0",NA,"6.5","0","-21.5","0","27.3","0",NA,"58.4","0",NA,"13.0","9","","",NA,"781.6","0.0","6138269"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"36.0","0",NA,"74.8","0",NA,"8.0","13","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","-5.9","1",NA,"7.3","0","-20.2","1","",,NA,"47.9","2",NA,"","5","",,NA,"716.3","0.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","-7.1","1",NA,"7.3","0","-23.5","1","",,NA,"55.9","1",NA,"","7","",,NA,"753.1","0.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","-5.4","0",NA,"6.0","0","-18.0","0","31.4","0",NA,"50.2","0",NA,"8.0","12","","",NA,"724.7","0.0","6139520"
"WINDSOR A","42.276","-82.955","ON","-7.1","1",NA,"5.0","1","-18.5","0","56.7","1",NA,"53.2","2",NA,"8.0","11","",,NA,"752.2","0.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","-6.0","1",NA,"9.1","0","-16.5","1","",,NA,"",,NA,"","","",,NA,"718.7","0.0","613F606"
"ERIEAU (AUT)","42.250","-81.900","ON","-5.9","1",NA,"4.4","0","-19.0","1","",,NA,"",,NA,"","","",,NA,"718.0","0.0","613KLLM"
"POINT PELEE CS","41.949","-82.519","ON","-6.2","1",NA,"6.5","0","-21.6","1","",,NA,"",,NA,"","","",,NA,"726.6","0.0","613P001"
"BRANTFORD AIRPORT","43.133","-80.333","ON","-8.0","1",NA,"6.0","0","-22.8","1","",,NA,"37.9","1",NA,"3.0","5","",,NA,"780.6","0.0","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"50.2","0",NA,"82.7","0",NA,"15.0","13","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","-9.7","1",NA,"4.0","0","-22.6","1","",,NA,"77.0","1",NA,"","24","",,NA,"830.8","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","-9.8","0","-2.4","4.0","0","-24.5","0","34.6","0","86.0","56.4","0","83.0","11.0","13","","",NA,"861.1","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","-10.2","0",NA,"4.0","0","-23.5","0","26.7","0",NA,"36.7","0",NA,"19.0","14","","",NA,"873.0","0.0","6142402"
"FOLDENS","43.018","-80.781","ON","-8.1","1","-2.3","5.0","1","-23.0","1","23.7","1",NA,"55.2","1",NA,"","10","","",NA,"783.3","0.0","6142420"
"GUELPH TURFGRASS","43.550","-80.217","ON","-9.2","1",NA,"5.2","0","-23.7","1","",,NA,"",,NA,"","","",,NA,"817.0","0.0","6143089"
"JAMESTOWN","43.803","-81.184","ON","",,NA,"",,"",,"83.3","4",NA,"83.3","4",NA,"21.0","15","","",NA,"","","6143905"
"KITCHENER/WATERLOO","43.461","-80.379","ON","-9.6","2",NA,"2.1","2","-25.2","2","",,NA,"21.5","2",NA,"","3","",,NA,"800.8","0.0","6144239"
"LONDON A","43.033","-81.151","ON","-8.8","0",NA,"4.8","0","-22.4","0","",,NA,"",,NA,"","","",,NA,"829.5","0.0","6144473"
"LONDON INT'L AIRPORT","43.033","-81.151","ON","",,"","",,"",,"55.0","0","111.0","70.5","0","95.0","14.0","11","","",NA,"","","6144475"
"LONDON CS","43.033","-81.150","ON","-8.2","1",NA,"4.6","0","-23.7","1","",,NA,"61.4","1",NA,"","8","",,NA,"786.2","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","-10.3","1",NA,"3.7","0","-24.4","1","",,NA,"65.9","1",NA,"17.0","22","",,NA,"848.2","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","-9.0","0","-2.5","5.0","0","-23.0","0","20.0","0","51.0","30.1","0","44.0","9.0","7","","",NA,"836.9","0.0","6147188"
"STRATFORD WWTP","43.369","-81.005","ON","-10.4","12","-4.4","-1.0","12","-21.0","12","33.7","12",NA,"33.7","12",NA,"","5","","",NA,"540.2","0.0","6148105"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","-8.4","0",NA,"5.0","0","-25.0","0","39.0","0",NA,"66.6","0",NA,"14.0","13","","",NA,"817.2","0.0","6148122"
"WATERLOO WELLINGTON 2","43.450","-80.383","ON","",,NA,"",,"",,"32.8","0",NA,"53.0","0",NA,"9.0","11","","",NA,"","","6149389"
"WOODSTOCK","43.136","-80.771","ON","-9.1","17","-3.3","0.0","17","-24.0","17","17.0","17",NA,"17.0","17",NA,"","5","","",NA,"378.9","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","-9.6","1","-2.9","5.0","1","-30.0","1","18.2","1",NA,"40.4","1",NA,"17.0","6","","",NA,"826.6","0.0","6150689"
"BLACKSTOCK","44.100","-78.833","ON","-10.2","0",NA,"4.0","0","-27.0","0","22.3","0",NA,"37.8","0",NA,"10.0","8","","",NA,"875.6","0.0","6150790"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","-5.8","1",NA,"7.4","0","-18.9","1","",,NA,"",,NA,"","","",,NA,"714.6","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","-10.6","0","-2.8","4.0","0","-27.0","0","41.8","0","98.0","62.4","0","77.0","27.0","9","","",NA,"885.9","0.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","-7.3","1",NA,"4.1","0","-22.0","1","",,NA,"40.8","2",NA,"5.0","5","",,NA,"759.2","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","-8.7","13","-3.1","1.0","13","-22.0","13","7.0","13",NA,"7.0","13",NA,"","1","","",NA,"480.3","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","-8.0","17","-1.7","3.0","17","-23.0","17","5.0","17",NA,"5.0","17",NA,"","2","","",NA,"364.3","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","-8.5","1",NA,"4.5","1","-21.1","0","37.2","1",NA,"68.0","1",NA,"11.0","10","",,NA,"794.4","0.0","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","-7.1","1",NA,"7.9","0","-20.4","1","",,NA,"51.5","1",NA,"","7","",,NA,"753.8","0.0","6153301"
"KALADAR","44.648","-77.117","ON","-11.4","0",NA,"3.5","0","-29.5","0","45.9","0",NA,"47.5","0",NA,"34.0","10","","",NA,"911.0","0.0","6153935"
"OAKVILLE TWN","43.513","-79.690","ON","-7.1","0",NA,"6.5","0","-20.0","0","16.2","0",NA,"47.4","0",NA,"4.0","7","","",NA,"777.8","0.0","6155750"
"ORANGEVILLE MOE","43.918","-80.086","ON","-10.9","0","-3.4","4.5","0","-26.0","0","58.0","0","151.0","58.0","0","90.0","10.0","15","","",NA,"897.0","0.0","6155790"
"OSHAWA","43.923","-78.883","ON","-8.2","1",NA,"5.4","1","-24.7","1","",,NA,"25.6","1",NA,"","3","",,NA,"786.9","0.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","-7.0","0","-2.3","5.5","0","-21.0","0","17.5","0","49.0","41.8","0","64.0","5.0","7","","",NA,"775.6","0.0","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","-7.6","9",NA,"2.4","8","-25.5","5","",,NA,"31.8","12",NA,"6.0","8","",,NA,"562.3","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","-10.1","1",NA,"4.4","1","-24.8","0","",,NA,"19.0","9",NA,"6.0","7","",,NA,"844.2","0.0","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"26.4","7",NA,"37.6","7",NA,"","5","","",NA,"","","6158052"
"TORONTO","43.667","-79.400","ON","",,"","",,"",,"20.9","0","56.0","36.4","0","59.0","7.0","7","","",NA,"","","6158350"
"TORONTO CITY","43.667","-79.400","ON","-6.2","1",NA,"5.5","0","-19.5","1","",,NA,"36.6","1",NA,"","5","",,NA,"725.5","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","-5.9","0",NA,"5.0","0","-18.6","0","",,NA,"10.3","0",NA,"","2","",,NA,"742.0","0.0","6158359"
